12,71,43,44,67,73,61,42,66,5,25,27,11,24,36,4,36,68,59,50,19,41,18,57,7,51,60,4,24,31,39,53,7,54,36,44,31,80,12,1,0,62,6,73,76,48,11,64,74,17,9,65,9,14,20,60,34,8,7,29,9,42,43,30,2,2,4,69,75,34,76,62,32,14,63,80,68,40,54,46,11,25,34,60,54,1,21,24,74,63,52,16,23,34,17,21,16,23,41,77,59,8,72,55,49,52,79,53,41,78,55,32,61,50,75,46,39,23,22,30,33,59,79,52,44,31,26,47,26,40,13,24,66,45,12,18,15,22,64,19,78,64,21,29,33,1,33,40,67,43,80,40,72,33,24,49,61,54,27,6,41,39,16,25,1,63,12,47,12,13,12,75,9,21,18,15,68,51,61,6,25,48,29,39,20,80,29,73,12,26,1,46,75,64,15,44,39,80,68,25,47,15,9,19,5,2,52,66,30,44,39,9,16,78,48,54,66,9,22,17,49,13,29,45,63,19,38,14,50,27,47,2,76,41,8,13,45,46,78,57,80,52,69,55,10,27,50,54,26,58,77,57,58,41,14,62,3,44,53,62,32,45,61,30,10,49,65,61,23,12,22,29,74,62,54,15,70,11,77,41,26,77,52,5,58,18,0,64,33,77,67,24,2,26,47,21,10,43,20,42,65,47,47,3,49,3,55,78,61,20,70,15,71,25,48,55,45,3,61,49,48,47,27,40,60,67,53,11,3,10,76,48,69,46,51,40,63,43,37,79,59,63,15,25,53,32,24,8,0,15,55,33,68,37,11,30,30,19,54,13,65,1,27,12,27,45,63,35,46,47,9,24,13,14,80,80,56,38,24,11,59,80,15,58,17,18,35,22,65,34,71,42,62,47,52,34,58,48,76,60,31,35,17,17,33,37,22,67,9,70,68,68,20,79,36,58,22,4,12,42,34,48,43,54,20,16,64,72,35,9,68,1,77,33,21,5,8,70,5,11,34,38,72,30,16,34,20,59,41,44,9,49,1,16,14,37,30,20,75,69,37,57,45,19,24,55,72,73,25,22,69,23,52,43,66,14,26,14,40,55,69,45,45,77,44,28,65,57,22,57,34,70,38,64,50,3,5,15,69,41,59,42,32,46,73,22,64,27,16,39,57,39,14,38,20,47,51,34,39,43,26,77,57,39,2,72,8,45,33,40,44,39,45,53,44,61,20,72,39,45,17,24,53,15,47,65,1,57,46,62,26,64,5,65,41,15,19,72,4,57,79,53,71,31,52,22,66,60,9,78,53,10,67,12,51,6,67,12,6,45,1,15,64,72,75,16,33,32,46,73,23,32,11,4,22,4,61,39,59,42,47,15,11,55,20,28,52,42,43,67,48,29,56,74,14,42,36,61,8,37,5,36,51,59,0,32,4,65,10,13,64,41,13,70,5,44,9,77,41,73,30,16,12,7,48,77,72,48,23,22,42,23,20,52,70,46,22,68,5,34,79,69,22,27,31,21,49,41,15,53,50,2,3,75,65,10,8,29,45,16,39,37,28,78,58,45,52,71,30,21,17,31,23,69,1,59,73,79,44,60
14,23,35,34,33,45,16,10,71,15,7,0,48,47,43,34,13,35,64,3,24,77,57,63,66,30,40,39,63,25,58,4,25,27,62,55,44,20,20,20,21,43,8,37,4,51,20,65,12,33,20,80,9,67,80,35,33,7,10,18,65,68,62,62,65,57,18,11,80,38,77,41,60,20,71,34,35,32,29,37,78,45,35,40,48,57,79,9,80,30,19,41,15,40,61,41,24,45,48,42,61,50,75,78,25,20,7,15,10,56,46,46,17,5,9,62,63,51,1,3,38,66,37,77,78,12,45,33,60,59,77,6,80,51,59,20,54,41,1,52,76,21,31,21,45,49,23,9,53,74,21,61,30,13,6,65,1,35,35,0,40,46,3,50,54,22,22,5,16,68,52,8,6,15,59,61,19,24,18,68,32,22,15,72,65,69,48,41,70,14,29,31,51,7,61,43,9,14,52,70,73,4,72,25,21,14,45,10,46,62,44,65,27,16,57,27,35,72,78,52,76,5,72,53,16,77,60,75,12,11,54,21,38,42,28,76,76,0,59,52,78,14,65,29,52,40,10,54,33,40,2,0,64,15,78,22,43,27,19,15,34,29,38,74,22,61,35,7,35,28,12,44,67,45,40,9,41,67,51,75,50,42,58,29,47,77,14,19,20,48,21,60,15,73,49,56,64,71,17,26,65,58,72,39,59,23,27,0,20,22,24,57,3,72,27,11,71,55,32,47,38,36,41,12,22,45,12,25,68,35,47,57,58,45,16,29,29,46,37,55,1,17,36,48,17,0,76,72,47,7,21,43,24,6,63,26,43,20,58,63,72,47,11,19,51,13,14,14,69,17,70,76,6,39,23,4,75,23,0,79,80,34,61,46,23,26,51,5,43,44,24,61,3,37,27,12,60,53,55,63,13,70,3,21,46,12,54,52,19,66,50,11,16,12,5,69,28,43,4,28,63,54,5,22,26,6,74,12,75,50,8,33,66,33,61,28,70,12,34,29,46,60,21,21,65,57,27,45,11,20,47,12,32,67,74,29,53,34,41,37,80,26,41,2,53,26,8,1,43,62,66,58,0,63,21,65,37,50,66,60,78,48,12,55,62,71,64,32,29,11,42,63,19,45,73,50,29,42,73,41,50,30,6,16,53,72,33,11,69,3,16,34,4,26,25,6,58,18,4,8,38,10,56,52,8,40,76,17,13,6,0,80,80,41,47,68,25,15,71,1,28,46,12,15,56,60,20,62,32,72,12,45,47,46,78,74,15,55,72,50,79,29,69,42,78,19,46,19,11,11,34,23,45,28,80,76,35,0,63,0,65,15,65,15,52,74,77,6,55,48,68,0,35,44,24,75,8,57,42,10,37,38,51,35,66,2,74,4,13,29,52,8,72,22,80,7,13,69,7,41,62,17,61,7,9,55,32,72,64,15,54,22,33,7,1,65,18,78,44,7,35,29,56,73,48,67,0,63,61,14,23,64,32,17,23,58,62,47,42,51,30,64,4,17,35,56,6,52,0,62,62,24,75,64,18,42,15,13,51,43,3,55,68,40,39,27,0,26,8,15,1,45,0,46,15,42,38,28,6,44
4,9,9,26,55,78,38,13,71,1,28,54,5,5,69,48,36,44,40,36,63,13,0,34,23,20,52,1,14,4,38,1,16,36,78,67,51,27,78,47,55,24,58,65,31,80,45,65,51,51,54,58,34,58,36,50,45,18,24,49,76,5,65,31,15,34,30,70,69,48,51,74,2,53,29,80,6,63,47,65,3,53,59,54,49,49,20,76,79,8,24,29,80,69,75,43,16,17,66,14,69,21,65,78,54,67,12,8,37,10,4,35,40,29,80,38,38,5,26,25,40,37,13,52,80,16,61,40,41,5,3,52,65,27,65,19,73,19,71,79,50,51,11,41,22,63,78,20,18,68,53,39,40,51,46,34,11,16,4,3,60,47,64,46,31,30,75,55,11,23,4,22,47,62,60,46,72,80,14,58,50,50,46,70,33,57,57,24,46,13,42,57,58,66,14,18,14,42,5,8,67,39,33,29,28,76,47,52,27,48,18,26,17,16,71,33,59,26,13,17,50,62,58,57,46,28,14,33,64,10,74,42,66,75,39,67,30,55,30,51,25,66,26,43,67,10,70,19,67,3,54,12,27,14,8,54,73,31,58,52,49,5,5,71,36,12,80,52,3,47,7,36,5,78,61,3,8,0,46,58,66,73,30,36,27,23,53,61,30,7,0,42,76,35,37,15,79,44,13,49,4,46,30,40,25,12,63,12,19,78,33,5,19,11,56,59,19,36,79,79,21,38,51,61,6,39,27,70,62,50,65,3,10,75,43,37,53,77,40,10,44,49,33,32,59,8,19,31,39,45,11,50,32,4,29,36,30,48,37,27,6,22,72,6,7,48,66,49,20,7,18,63,45,72,23,13,2,3,67,73,25,15,28,19,48,41,75,24,55,55,3,39,22,24,4,12,25,38,43,9,15,44,27,76,42,18,54,72,11,10,31,65,48,75,35,32,21,66,54,23,9,44,31,68,30,60,77,19,1,16,40,34,17,8,0,37,46,79,62,68,63,3,10,26,45,64,0,60,13,48,28,55,69,16,49,73,16,36,27,4,54,13,56,74,33,17,60,6,40,28,37,46,49,39,37,58,52,7,75,59,36,53,50,20,76,24,17,75,48,77,57,75,29,77,7,38,79,6,38,21,20,78,58,12,25,70,53,73,69,28,6,29,26,26,8,32,44,23,74,51,41,68,30,75,33,60,58,46,1,53,45,13,26,20,14,22,36,19,24,70,68,48,43,70,66,65,28,18,69,0,80,72,33,61,34,43,74,10,19,48,34,31,56,29,1,33,6,61,14,0,64,21,28,55,30,33,8,24,36,10,2,72,9,68,80,66,80,34,75,80,25,41,70,62,11,74,23,45,55,40,11,66,60,14,54,56,37,10,7,69,37,61,24,28,52,21,4,7,56,33,21,63,14,77,59,51,49,29,33,48,16,27,43,72,49,5,33,76,76,26,75,30,66,29,16,67,14,4,31,51,29,79,77,52,23,74,23,12,41,21,17,44,5,7,18,7,19,61,30,6,65,30,7,70,6,57,31,38,47,17,24,79,18,21,33,20,21,58,67,78,31,20,2,49,71,75,20,51,35,18
50,57,52,76,75,70,6,77,10,17,14,71,80,11,3,46,6,0,52,35,69,23,78,60,57,33,19,72,6,80,0,48,33,2,71,20,37,44,1,31,50,29,14,67,65,6,62,74,49,44,53,4,4,37,5,44,23,30,7,22,8,20,19,59,10,34,79,71,0,52,8,16,16,18,8,42,59,55,75,61,18,76,57,9,58,72,47,23,60,8,26,34,20,42,9,11,39,63,53,5,3,67,25,62,26,38,26,71,11,16,59,60,27,17,62,15,1,57,56,27,13,45,38,34,27,13,1,36,21,65,34,28,18,60,23,15,2,10,40,29,19,6,45,48,5,69,51,36,12,75,48,42,19,79,61,36,12,66,4,5,75,44,28,50,61,53,2,29,43,22,30,3,24,68,6,39,56,66,25,36,21,62,8,14,47,9,17,39,14,19,7,16,73,50,21,50,20,1,76,63,42,27,6,65,20,26,11,74,11,27,0,74,19,61,79,46,33,53,77,13,10,4,37,46,20,78,20,16,20,4,55,78,5,33,58,27,35,26,2,37,28,32,18,32,51,11,42,73,36,51,63,27,40,16,31,38,17,17,80,63,63,59,26,47,34,56,47,76,52,10,62,62,63,78,56,7,55,73,12,24,15,11,70,31,2,42,31,36,25,59,32,74,62,51,2,28,8,55,70,11,65,60,10,41,78,68,8,17,19,51,34,14,13,37,20,21,75,72,66,49,21,35,22,19,60,24,26,76,7,45,46,23,16,22,2,2,30,10,11,78,10,22,3,22,61,74,79,18,13,40,75,69,14,80,1,69,2,78,7,77,72,64,70,0,23,41,54,32,67,30,27,72,18,27,0,40,0,68,59,44,0,28,45,53,14,3,12,37,68,77,77,23,1,32,41,64,1,62,48,35,69,3,19,22,22,60,32,74,51,38,68,36,19,59,60,55,19,59,19,73,56,55,22,74,79,80,68,49,0,14,33,42,80,6,65,78,69,78,53,75,11,1,60,37,76,56,23,53,11,28,21,79,33,57,32,53,67,51,13,62,74,12,79,79,38,45,36,61,64,51,20,21,71,1,6,62,53,9,45,47,51,31,4,73,38,1,18,68,18,66,80,34,52,73,60,62,34,1,25,54,53,58,5,50,51,11,46,26,26,70,56,51,21,49,8,3,1,34,24,64,5,39,14,40,7,71,32,75,47,18,78,8,13,25,8,30,41,12,29,11,60,57,50,33,75,8,9,0,17,10,17,0,4,27,13,31,23,32,33,7,1,15,23,29,57,74,52,31,4,4,32,10,22,34,13,36,57,77,5,7,2,64,67,15,41,0,72,18,20,30,42,63,79,28,38,25,70,19,34,22,66,56,41,61,58,18,39,37,66,69,19,72,51,54,52,52,27,56,25,48,14,73,54,15,21,53,20,8,37,12,65,18,68,18,50,19,71,40,76,3,42,27,44,49,45,50,43,2,14,70,45,52,12,36,50,56,64,77,57,11,4,65,28,70,11,15,6,16,25,46,79,35,29,58,44,76,12,6,62,30,60,22,31,51,26,27,72,37,22,69,5,79,10,71,44,33,16,33,45,72
47,67,18,68,59,76,40,71,33,25,12,24,25,76,70,17,76,34,7,9,19,40,61,5,57,67,51,44,38,25,28,39,3,18,27,21,74,61,71,7,80,1,7,1,75,43,47,65,73,24,26,60,78,29,80,77,73,19,18,23,8,19,7,68,25,62,50,80,49,17,75,73,70,37,77,80,71,3,31,44,14,51,60,25,73,76,33,49,8,29,74,9,3,77,41,2,44,4,0,21,4,73,12,17,11,62,25,14,5,15,59,16,18,52,23,20,56,7,70,45,46,77,78,30,13,53,10,4,2,53,13,11,54,36,58,67,66,31,77,58,31,72,39,20,3,71,62,42,70,58,54,32,58,40,16,19,40,64,38,15,6,69,22,32,74,23,31,7,46,29,42,19,64,7,77,77,5,25,75,65,56,71,50,60,72,16,14,64,39,72,7,48,74,12,47,57,7,4,61,33,12,64,14,16,30,80,25,45,53,19,11,66,71,48,9,16,62,67,21,14,76,3,75,76,78,37,33,14,55,31,15,26,46,66,65,67,63,13,42,55,30,45,66,77,45,16,75,73,5,55,63,15,70,70,31,47,10,17,46,26,40,72,79,56,62,44,47,13,67,58,0,11,65,10,73,15,1,28,73,25,70,41,72,15,69,3,62,66,38,17,16,50,69,77,34,11,69,21,46,73,56,22,20,56,17,51,55,24,19,48,5,40,44,77,30,13,10,36,34,38,37,53,24,15,11,66,45,17,24,66,38,71,60,1,74,44,27,9,17,3,18,51,72,44,43,41,43,6,2,37,10,31,25,23,63,51,53,40,32,79,60,69,52,70,19,31,26,4,65,23,23,25,34,43,67,53,0,21,2,46,18,64,34,41,12,47,41,60,15,10,17,79,71,28,35,55,66,15,7,63,46,63,40,4,60,12,2,62,68,0,74,40,51,23,46,3,66,46,67,56,58,1,34,78,50,68,60,54,23,3,27,37,1,22,70,33,21,51,3,79,51,10,16,6,10,72,36,49,53,50,8,32,72,35,13,43,42,51,8,65,74,74,15,48,31,36,68,57,18,69,19,38,0,60,39,16,0,13,6,24,68,61,16,24,30,35,24,29,55,67,35,73,19,6,29,8,41,28,25,5,69,31,55,9,72,73,78,43,58,53,72,53,64,80,11,19,76,7,25,25,55,32,54,2,66,75,57,65,7,75,38,8,75,28,78,50,77,71,74,37,19,29,73,22,5,64,67,70,43,29,27,52,23,11,46,23,80,1,9,26,58,9,66,5,55,54,72,34,39,69,10,71,50,60,52,20,31,14,74,29,52,45,42,13,25,38,11,19,15,20,73,79,12,67,41,61,24,69,12,25,12,58,15,30,3,3,11,37,20,25,35,3,7,7,14,14,9,27,13,29,31,44,59,79,12,27,3,55,2,13,24,22,71,2,7,69,45,10,48,2,24,54,9,61,8,3,28,33,47,75,30,59,24,68,11,17,73,43,47,22,21,33,38,1,75,46,58,26,25,21,12,11,62,3,23,51,1,57,18,46,48,51,55,63,14,72,11,49,12,6,46,32,10,18,41,25,34,2,12,2
53,66,23,13,3,5,35,76,0,78,26,39,61,48,58,16,54,1,46,54,30,41,48,32,37,75,30,21,12,12,73,12,19,80,67,57,11,17,61,20,43,27,41,8,25,16,64,42,10,57,79,46,60,28,72,43,56,27,44,14,68,15,67,36,70,13,43,79,77,7,75,38,18,19,3,10,15,27,28,68,67,9,1,62,33,62,74,25,19,31,30,1,77,48,40,10,51,2,35,7,29,33,25,74,72,60,57,18,76,50,21,27,18,72,22,39,39,65,16,13,15,31,24,15,42,67,61,0,20,25,37,62,17,41,56,25,54,68,7,5,0,24,38,27,14,19,53,16,0,37,76,65,67,53,31,27,47,26,39,27,26,39,6,2,21,32,36,38,76,4,12,63,49,33,54,14,65,63,2,52,51,8,68,22,25,79,18,69,74,35,26,64,31,43,78,50,10,76,22,35,77,12,4,37,59,33,31,3,9,15,33,16,72,43,16,76,8,10,20,19,55,11,51,62,61,19,29,3,63,52,7,22,7,16,22,7,68,9,2,50,32,60,76,51,31,14,21,73,42,79,5,66,70,6,80,6,26,72,61,24,78,63,9,76,77,29,32,74,29,39,28,26,35,59,15,71,4,78,55,41,62,68,51,59,78,67,53,56,44,38,43,31,61,29,75,42,39,43,22,1,1,39,21,35,0,27,8,78,72,6,59,73,40,7,51,73,20,55,63,58,4,10,23,56,40,16,16,65,53,38,2,3,51,13,18,56,25,10,48,53,65,54,56,64,2,78,37,56,4,46,52,80,26,76,61,36,36,51,57,9,23,70,22,48,41,56,12,73,35,3,23,10,11,77,24,0,3,36,2,11,75,78,7,68,69,37,73,72,30,67,57,49,36,23,8,30,63,77,17,50,20,42,53,50,20,30,5,52,55,41,52,14,36,21,73,59,24,31,20,0,53,59,79,37,39,38,47,14,8,52,11,67,8,25,31,25,66,21,79,20,31,51,21,4,70,5,32,37,16,14,31,27,25,63,48,29,17,61,77,15,6,38,31,60,52,59,80,53,41,38,45,52,16,57,13,45,69,24,25,57,1,6,27,2,12,42,30,17,38,31,76,9,79,45,24,76,42,8,54,70,64,65,17,41,34,48,76,19,15,6,0,42,19,11,39,72,62,30,54,52,7,42,1,14,67,12,14,45,53,68,20,38,22,24,44,30,17,78,66,35,48,40,4,52,68,57,40,25,58,19,42,0,29,21,76,60,55,67,30,73,20,40,2,51,34,11,64,0,60,47,57,65,4,40,34,24,17,32,55,70,70,3,12,14,73,28,16,75,71,69,37,46,31,39,36,7,56,70,40,18,77,13,18,3,22,26,74,41,25,75,8,75,66,52,29,12,35,20,7,29,67,79,14,5,74,61,19,68,69,42,35,40,27,21,17,4,31,78,25,5,59,34,57,12,25,20,31,47,10,43,63,31,61,29,47,40,16,40,59,43,67,42,66,63,10,37,30,79,57,34,25,72,30,67,70,14,50,56,27,63,52,22,62,73,17,5,30,66,32,30,43,43,16,16,54,29,48,26,77,67
20,25,22,38,41,38,38,76,49,10,13,65,66,4,2,14,17,43,56,54,65,0,12,1,69,69,58,32,13,45,79,9,52,24,45,59,40,78,49,13,59,1,38,23,22,3,77,62,0,4,63,16,1,75,41,67,22,14,29,29,65,38,29,36,7,65,68,19,79,57,21,13,13,19,11,53,3,63,40,16,33,56,30,41,74,2,36,21,37,45,0,75,19,67,59,14,13,64,68,60,6,3,57,4,74,51,75,64,11,64,39,13,50,44,39,59,29,37,26,13,31,37,74,42,57,18,38,79,23,9,62,39,13,65,50,48,36,5,65,39,14,23,45,73,42,18,11,74,23,53,41,79,36,52,76,68,79,48,21,69,54,40,55,17,64,33,15,14,48,6,74,72,41,2,71,31,37,23,26,14,26,59,0,17,12,15,65,1,33,53,50,15,64,37,58,48,3,80,38,10,25,24,61,80,5,28,74,23,65,56,38,17,43,32,32,54,80,16,73,8,40,58,77,57,26,62,73,52,61,15,53,10,12,72,21,4,52,52,9,6,35,77,11,53,49,59,43,20,73,67,8,21,19,61,56,19,69,29,22,42,79,51,11,72,10,80,67,67,55,53,66,61,38,77,24,11,18,63,10,72,28,68,44,14,31,30,43,1,3,59,50,2,26,25,11,63,4,35,75,0,68,28,54,61,30,58,42,27,32,14,2,79,29,59,21,39,59,64,24,41,1,43,7,11,62,80,76,32,80,24,53,76,50,8,47,47,25,64,32,39,7,44,25,21,44,61,45,14,73,23,79,25,60,39,41,69,69,43,59,70,45,29,63,22,76,65,21,62,20,22,4,15,53,1,23,69,61,54,10,52,69,1,26,75,64,30,42,60,13,76,34,76,73,74,48,31,16,29,27,18,4,22,69,30,26,21,51,56,24,42,71,12,73,38,54,6,3,67,53,5,33,47,45,65,60,80,31,14,7,5,14,0,2,45,37,23,27,17,43,19,26,78,37,6,79,53,54,35,27,80,78,65,8,22,25,68,35,17,51,27,66,78,80,29,18,45,49,27,80,15,50,32,36,75,63,46,9,32,64,53,9,23,79,80,1,56,54,79,43,8,60,9,13,75,29,64,13,76,2,80,32,27,32,32,48,21,13,30,62,2,26,74,78,79,67,72,61,46,48,27,32,3,60,43,2,25,69,63,77,30,65,48,43,74,29,52,47,34,30,76,74,79,54,49,14,9,42,63,80,47,62,1,65,55,10,69,11,6,36,68,40,22,45,10,28,6,40,49,53,1,70,44,72,31,0,10,22,75,29,19,12,51,65,10,44,73,19,68,5,36,37,50,31,76,49,53,18,52,11,11,3,28,77,9,29,18,11,69,37,0,18,65,68,75,54,2,31,29,54,57,66,73,79,52,7,8,53,24,21,50,29,54,65,68,62,13,33,29,32,3,26,59,34,5,6,34,28,50,41,4,7,3,34,9,29,70,2,46,77,7,31,28,51,71,23,28,34,14,55,26,43,29,9,8,19,57,56,33,42,48,60,23,28,55,47,52,7,15,29,5,66,38,34,45,24,1,42,65,68,35
80,14,10,30,17,33,12,11,46,26,36,3,44,63,22,60,44,36,45,48,4,11,24,14,18,64,58,65,49,12,73,10,72,57,1,22,52,48,18,5,34,46,56,76,2,68,31,64,1,69,53,36,25,12,8,44,55,75,3,18,12,63,51,16,29,56,27,4,33,5,11,74,6,32,47,4,17,75,65,72,68,44,30,79,19,12,40,6,65,18,26,62,59,39,36,71,30,64,1,19,14,46,8,52,18,56,57,61,71,70,74,29,41,1,30,79,79,35,31,64,17,62,18,8,39,41,57,37,4,61,25,58,38,20,25,17,43,5,17,68,51,14,13,26,20,56,21,34,59,69,30,51,73,9,13,28,73,43,7,72,55,46,10,3,39,38,9,52,29,54,62,63,31,19,27,17,20,60,17,57,15,77,71,37,28,74,33,7,21,29,80,2,78,12,6,29,15,58,0,62,44,19,18,14,73,24,53,4,76,44,78,13,29,39,34,29,13,43,54,66,3,50,13,64,52,47,59,55,15,54,27,33,76,67,1,67,74,46,46,0,62,21,1,53,35,66,42,34,73,43,31,33,55,73,10,30,74,21,7,55,45,48,18,78,27,23,62,35,78,27,34,3,12,7,1,72,67,50,38,15,79,59,2,29,41,32,59,13,72,26,31,79,10,10,68,20,12,46,28,19,72,46,36,11,38,20,0,32,32,31,18,55,40,2,15,65,60,3,1,71,45,57,2,39,16,21,67,22,39,75,32,58,8,55,6,75,51,34,42,48,60,32,50,44,52,58,69,51,45,10,73,42,64,33,35,56,36,79,23,15,79,4,61,2,76,64,58,28,15,51,43,71,57,52,65,48,43,68,67,69,9,19,54,30,80,17,24,41,23,18,22,37,25,71,0,39,48,49,65,71,11,1,65,36,15,47,35,33,68,57,9,75,14,27,40,69,41,42,11,80,53,48,26,12,52,11,25,64,28,44,78,11,64,31,40,33,23,75,18,44,26,66,71,0,15,68,6,50,11,47,49,47,42,19,14,16,41,75,77,41,45,23,23,16,38,63,20,13,28,23,58,80,67,75,12,65,13,74,52,54,41,32,57,48,21,44,19,64,77,68,32,3,75,29,36,4,7,13,23,79,62,67,35,45,34,77,73,20,55,33,2,46,80,31,59,78,12,79,11,28,64,5,2,17,4,75,33,4,26,58,69,66,73,45,67,55,1,18,16,23,64,33,6,40,56,24,71,23,73,29,22,74,4,63,52,23,47,42,61,3,59,49,11,69,3,26,69,11,15,5,13,2,54,56,71,16,70,30,79,24,42,40,70,44,67,43,64,73,3,11,8,47,35,46,74,8,24,29,7,54,13,66,30,73,40,19,38,14,27,45,8,1,35,66,0,63,63,63,13,4,12,8,80,70,27,30,49,32,1,34,61,14,77,45,17,42,72,40,66,59,12,26,2,52,22,44,68,13,74,20,14,65,55,15,21,72,14,35,18,57,40,71,36,80,53,66,45,9,9,6,26,12,38,32,45,68,44,38,58,32,20,58,41,75,0,23,59,62,49,74,77,17,38,26,5,43,20,2,53,50
52,40,38,32,20,44,45,28,61,50,9,51,9,74,35,55,27,42,2,48,4,13,65,57,55,32,75,49,33,59,30,33,5,31,30,26,4,15,16,40,9,4,78,68,9,64,36,49,22,71,22,72,47,22,30,36,61,23,30,6,40,28,33,1,50,47,61,41,11,54,55,25,3,20,6,26,9,53,34,65,61,25,47,4,42,10,11,4,3,29,32,27,46,20,76,36,43,10,77,29,76,55,79,57,5,5,54,10,50,44,44,78,3,1,70,50,28,8,80,11,12,20,69,65,5,24,14,26,21,77,17,13,52,79,30,79,11,23,10,74,55,61,19,37,51,19,68,5,12,44,63,6,44,10,57,49,56,76,31,74,28,50,5,37,43,7,26,34,68,51,59,64,53,10,66,38,24,36,8,5,77,22,60,0,72,54,62,32,66,21,64,46,67,26,30,11,61,29,17,57,10,75,5,26,8,67,68,0,77,12,26,38,69,56,75,55,9,1,12,71,32,44,61,59,52,38,29,23,27,55,38,42,20,56,32,73,44,73,50,31,78,43,70,65,66,61,18,32,0,70,48,56,6,12,7,66,78,20,33,20,57,18,50,8,64,5,49,57,0,77,31,80,43,44,60,47,23,62,33,52,60,57,27,77,74,19,53,24,76,7,15,18,3,52,49,55,62,40,76,24,1,77,64,30,71,56,47,9,41,6,13,9,33,23,37,40,32,33,59,41,29,33,75,18,20,58,25,15,18,74,66,15,72,67,39,16,42,7,30,9,30,2,26,49,19,49,9,60,43,47,77,19,49,13,28,67,33,16,10,39,2,17,71,71,46,49,19,73,7,42,55,18,9,69,74,5,17,66,33,21,12,79,30,31,66,9,43,8,69,13,4,68,18,29,39,29,38,31,38,9,50,8,72,59,51,16,18,3,72,61,72,21,43,16,36,79,19,3,46,36,66,76,48,21,0,56,59,59,18,40,3,25,58,54,24,55,5,17,19,68,21,17,72,22,15,74,69,33,31,13,73,41,21,7,7,60,59,35,28,70,5,18,32,29,48,80,73,26,62,39,79,72,38,14,23,78,68,33,56,11,50,74,25,65,13,65,31,0,74,24,42,55,70,70,35,47,38,45,13,22,10,46,21,28,5,51,1,5,39,64,71,36,40,6,72,20,2,61,9,51,0,26,37,19,56,17,42,43,28,3,14,7,34,65,53,31,56,74,49,63,29,12,23,67,34,24,25,2,57,15,44,43,7,59,40,6,63,68,64,68,80,78,17,26,56,28,45,67,4,5,55,64,48,7,56,27,54,20,2,41,51,32,3,32,80,22,1,23,16,27,9,54,14,28,27,13,46,59,39,19,51,56,71,79,34,2,48,58,16,0,43,39,55,5,15,74,53,61,28,57,23,71,43,51,80,58,30,61,67,37,48,1,2,61,57,0,47,54,40,74,64,34,64,6,20,10,43,54,63,71,23,68,9,68,43,47,30,48,73,26,36,30,17,49,48,29,13,3,63,0,12,53,0,28,38,71,76,77,28,7,59,65,24,24,49,38,7,8,36,34,0,61,3,51,5,9,0,11,66,56
73,23,73,60,19,30,80,54,15,19,13,33,0,66,49,42,50,69,9,9,43,70,0,52,21,35,22,36,39,71,26,72,74,7,14,23,7,62,48,33,19,49,9,72,25,12,17,41,26,77,42,2,49,49,76,26,5,75,15,44,73,41,34,26,77,45,6,40,27,10,72,12,15,14,27,45,24,59,64,16,71,2,52,74,30,35,34,72,39,57,20,71,48,15,59,33,3,18,56,68,13,36,73,52,2,9,44,63,32,49,62,17,48,70,26,49,38,59,34,13,77,63,30,44,32,38,20,12,18,66,21,41,69,63,19,7,26,28,70,1,40,60,38,54,27,27,15,59,17,44,41,9,41,5,41,13,19,21,30,35,22,62,54,64,64,1,8,12,42,10,67,41,41,8,30,5,7,28,37,12,34,44,71,11,3,5,49,74,47,38,22,49,71,71,41,56,26,54,52,46,30,71,79,69,72,28,15,46,61,56,66,42,1,34,63,20,22,47,15,23,64,57,68,43,65,70,1,10,36,72,32,27,26,49,32,58,69,31,31,5,23,39,43,65,65,56,38,76,65,54,63,23,14,35,38,42,47,29,50,40,34,5,27,67,8,79,15,76,73,12,75,10,74,28,67,4,35,76,49,34,37,16,64,27,50,36,28,3,34,36,73,71,70,75,28,17,52,71,59,13,50,17,64,70,75,2,8,67,61,6,29,68,57,18,71,26,2,68,58,62,2,27,71,70,49,42,1,28,76,48,10,24,3,57,64,52,49,66,24,10,1,28,21,68,26,78,27,43,29,31,51,42,16,73,0,44,19,10,32,49,8,80,43,37,35,60,16,71,31,20,19,22,16,70,44,24,31,22,60,34,1,74,48,63,28,56,17,15,45,70,73,58,2,63,74,55,51,24,37,70,63,53,38,39,44,35,63,25,37,76,73,37,21,44,21,30,22,6,40,58,59,5,77,24,31,66,2,55,57,57,24,1,42,80,80,47,78,0,9,77,40,14,27,57,78,26,36,67,46,13,21,34,66,55,12,16,34,22,48,30,52,12,2,24,29,61,24,16,66,30,37,59,43,71,47,14,44,33,5,52,41,76,44,78,0,63,13,73,61,71,21,4,69,59,77,32,67,18,51,44,17,29,68,9,36,8,74,46,16,46,26,67,5,13,0,21,38,7,26,40,59,20,62,27,27,58,6,37,60,58,66,57,43,1,51,14,47,71,76,73,24,52,43,24,49,40,8,26,23,25,38,56,39,47,74,17,43,9,64,67,65,47,19,40,56,50,79,47,6,46,9,50,20,33,23,21,64,57,41,27,29,38,15,7,6,50,5,0,17,62,75,38,76,36,16,50,39,8,19,35,58,13,4,60,51,12,12,78,78,40,28,46,22,12,26,39,66,75,0,80,36,61,58,70,6,50,5,34,60,49,43,58,44,48,34,6,42,50,24,3,76,67,25,5,76,29,21,3,16,70,28,64,27,32,61,42,55,8,1,73,73,55,4,47,36,30,7,35,15,2,9,35,72,28,19,75,18,42,61,13,14,55,37,37,40,65,76,4,57,54,29,34,73,43,72,33,31,35,75,14
